Movie Name,Cast
Josh,"Naga Chaitanya, Karthika Nair, J. D. Chakravarthy, Sunil, Prakash Raj, Nagineedu, Bramhanandham, Brahmaji, Hema, Sithara, Vamsi Krishna, Surya, Sivaji Raja, M. S. Narayana, Ravi Prakash, Surekha Vani, Sanjay Swaroop, Ajay, Hema"
Julayi,"Allu Arjun, Ileana D'Cruz, Sonu Sood, Rajendra Prasad, Kota Srinivas Rao, Rao Ramesh, Bramhanandham, Brahmaji, Tanikella Bharani, Hema, Dharmavarapu Subramanyam, M. S. Narayana, Vennela Kishore, Tulasi, Satyam Rajesh, Shafi, Pragathi, Ajay, Ravi Prakash"
Kabali,"Rajinikanth, Radhika Apte, Winston Chao, Dhansika, Kishore, Dinesh Ravi, Kalaiyarasan, John Vijay, Nassar, Riythvika"
Kalisundam Ra,"Venkatesh, Simran, K Vishwanath, Srihari, Bramhanandham, Ali, AVS, M. S. Narayana, Ahuti Prasad, Ranganath, Rallapalli, Prasad Babu, Vinod, Achyuth, Raja Ravindra, Chitti Babu, Gundu Hanumantha Rao, Gautam Raju, Chandra Mouli, Annapurna, Vennira Aadai Nirmala, Rama Prabha, Vinaya Prasad, Sudha, Kalpana Rai, Shanoor Sana, Meena Kumari"
Kalusukovalani,"Uday Kiran, Gajala, Prathyusha, Kaikala Satyanarayana"
Kalyana Ramudu,"Venu Thottempudi, Prabhu Deva, Nikita, Suman, Nassar, Sunil, M. S. Narayana, Chittajalu Lakshmipati, Raja Ravindra, Raghu Babu, Gundu Prasad, Uma Shankari, J. V. Somayajulu, Allu Ramalingaiah, Vajja Venkata Giridhar, Sana"
Jyothi Lakshmi,"Charmy Kaur, Satyadev, Bramhanandham, Aziz Naser, Ajay Ghosh, Mouryani, Uttej, Apoorva Srinivasan, Saptagiri, Sampoornesh Babu, Satyam Rajesh, Krishnudu, Dhanraj, Kadambari Kiran, Sandeep Madhav, Angela Krislinzki"
Kanche,"Varun Tej, Pragya Jaiswal, Nikitin Dheer, Srinivas Avasarala, Gollapudi Maruthi Rao, Satyam Rajesh, Chandra Mohan, Sivaji Raja, Ravi Varma, Krish Jagarlamudi"
Kanchanamala Cable TV,"Srikanth, Lakshmi Rai, Tanikella Bharani, Satyanarayana, Annapurna, Sunil, Sivaji Raja, Preeti, Krishna Bhagavan, M. S. Narayana, Raghu Babu, Bramhanandham, Ali, Venu Madhav, Kondavalasa, Bandla Ganesh, Sarika Ramachandra Rao, Rama Laxmanulu, Harika, Lavanya, Deepanjali, Manoja, Allari Subhashini, Rajitha, Bharani"
Kandireega,"Ram Pothineni, Hansika Motwani, Sonu Sood, Aksha Pardasany, Giri Babu, Chandra Mohan, Jaya Praksah Reddy, Sudha, Suhasini Maniratnam, Sumithra, M. S. Narayana, Dharmavarapu Subramanyam, Srinivas Reddy, Raghu Babu, Saptagiri, Fish Venkat, Sana, Kasi Viswanath, Pragathi, Hema, Rama Prabha"
Karthikeya,"Nikhil Siddhartha, Swathi Reddy, Tanikella Bharani, Rao Ramesh, Jayaprakash, Kishore, Tulasi, Praveen, Satya, Jogi Naidu, Raja Ravindra, Meenakshi, Chitram Basha, Venugopal"
Karthikeya 2,"Nikhil Siddhartha, Anupama Parameswaran, Anupam Kher, Aditya Menon"
Katamarayudu,"Pawan Kalyan, Shruti Hassan, Tarun Arora, Siva Balaji, Ajay, Ali, Kamal Kamaraju, Chaitanya Krishna, Pradeep Rawat, Rao Ramesh, Nassar"
Keshava,"Nikhil Siddhartha, Ritu Varma, Isha Koppikar, Rao Ramesh, Brahmaji, Ajay, Raja Ravindra, Vennela Kishore, Priyadarshi Pullikonda"
Kantri,"N. T. Rama Rao Jr., Hansika Motwani, Tanishaa, Prakash Raj, Ashish Vidyarthi, Kota Srinivas Rao, Mukesh Rishi, Sayaji Shinde, Bramhanandham, Ali, Sunil, Murali Sharma, Subbaraju, Brahmaji, Raghu Babu, Jaya Praksah Reddy, Raja Ravindra, Krishna Bhagavan, Prudhviraj, Gundu Hanumantha Rao, Srinivas Reddy, Prabhas Sreenu, M. S. Narayana, Master Bharath, Rajendran, Hema, G. V. Sudhakar Naidu, Venu Yeldandi"
Kanchana,"Raghava Lawrence, Sarath Kumar, Devan, Babu Antony, Lakshmi Rai, Kovai Sarala, Devadarshini, Sriman"
Khaidhi No 150,"Chiranjeevi, Kajal Aggarwal, Tarun Arora, Bramhanandham, Ali, Posani Krishna Murali, Prudhviraj, Nassar, Nagendra Babu, Jaya Praksah Reddy, Raghu Babu, Sarika Ramachandra Rao, Paruchuri Venkateswara Rao, Chandra Mohan, Narsing Yadav, Fish Venkat, Mahadevan, Lakshmi Rai, Ram Charan, Devi Sri Prasad"
Kick 2,"Ravi Teja, Rakul Preet Singh, Ravi Kishan, Sanjjanaa Galrani, Bramhanandham, Rajpal Yadav, Shaam, Tanikella Bharani, Nassar, Krishna Murali Posani, Posani Krishna Murali, Apoorva"
Kerintha,"Sumanth Ashwin, Sri Divya, Viswant Duddumpudi, Tejaswi Madivada, Parvateesam, Sukrithi, Madhunandan"
Kithakithalu,"Allari Naresh, Geetha Singh, Madhu Shalini, Bramhanandham, Sunil, Dharmavarapu Subramanyam, M. S. Narayana, Chitram Sreenu, Lakshmipati, Krishna Bhagavan, Jayaprakash Reddy, Ali"
Khiladi,"Ravi Teja, Meenakshi Choudhary, Dimple Hayathi, Arjun Sajja, Unni Mukundan, Nikitin Dheer, Sachin Khedekar"
Kobbari Matta,"Sampoornesh Babu, Ishika Singh, Shakeela, Mahesh Kathi, Gayathri Gupta"
Konchem Ishtam Konchem Kastam,"Siddharth, Tamanna Bhatia, Ramya Krishna, Prakash Raj, Samrat Reddy, Nassar"
Kotha Bangaru Lokam,"Varun Sandesh, Shweta Basu Prasad, Prakash Raj, Jayasudha, Ahuti Prasad, Bramhanandham, Rao Ramesh"
Devullu,"Prithvi, Raasi, Suman, Srikanth, Rajendra Prasad, Laya, Master Nandan, Baby Nitya, Allu Ramalingaiah, Ali, M. S. Narayana, Tanikella Bharani, A. V. S., Babu Mohan, Prudhvi Raj, Radha Bai, Kalpana Rai"
Dhairyam,"Nithiin, Raima Sen, Tanikella Bharani, Bramhanandham, Ali, Chandra Mohan, Rajeev Kanakala, Suman Shetty, M. S. Narayana, Dharmavarapu Subramanyam, Jayaprakash Reddy, Rallapalli"
Das Ka Dhamki,"Vishwak Sen, Nivetha Pethuraj, Rao Ramesh, Hyper Aadi, Ajay, Rohini, Tharun Bhaskar, Akshara Gowda"
Devadas Nani,"Nagarjuna Akkineni, Nani, Aakanksha Singh, Rashmika Mandanna, Naresh, Rao Ramesh, Srinivas Avasarala, Kunal Kapoor, Avasarala Srinivas, Posani Krishna Murali, Vennela Kishore, Prudhviraj, K. V. Guhan"
Kalki (Rajasekhar),"Rajasekhar, Rahul Ramakrishna, Adah Sharma, Nandita Swetha, Pujita Ponnada, Siddu Jonnalagadda, Nassar, Ashutosh Rana, Jayaprakash, Shatru"
Kousalya Krishnamurthy,"Aishwarya Rajesh, Rajendra Prasad, Karthik Raju, Sivakarthikeyan"
Krack,"Ravi Teja, Shruti Hassan, Samuthirakani, Varalaxmi Sarathkumar, Ravi Shankar, Ali, Chirag Jani, Sudhakar Komakula"
Krishna And His Leela,"Siddu Jonnalagadda, Shraddha Srinath, Sheerat Kapoor, Shalini Vadnikatti"
Krishna Gadi Veera Prema Gaadha,"Nani, Mehreen Pirzada, Murali Sharma, Sampath Raj, Brahmaji, Harish Uthaman, Satyam Rajesh, Prudhvi Raj"
Krishnam Vande Jagadgurum,"Rana Daggubati, Nayanthara, Bramhanandham, Murali Sharma, Kota Srinivas Rao, Posani Krishna Murali, L. B. Sriram, Ravi Prakash, Satyam Rajesh, Hema"
Krishnarjuna Yudham,"Nani, Anupama Parameswaran, Rukshar Dhillon, Brahmaji, Nassar, Posani Krishna Murali, Ravi Awana, Devadarshini, Vennela Kishore, Prabhas Sreenu, Fish Venkat"
Krishna Vrinda Vihari,"Naga Shourya, Shirley Setia, Radhika Sarathkumar, Vennela Kishore, Rahul Ramakrishna, Brahmaji, Murali Sharma, Satya, Sapthagiri"
Kshana Kshanam,"Venkatesh, Sridevi, Paresh Rawal, Rami Reddy"
Kumari 21f,"Raj Tarun, Hebah Patel, Noel Sean, Naveen Neni, Sudharshan, Bhanu Sri, Hema, Kamal, Thagubothu Ramesh, Giridhar, Aravind, Sathya Krishnan, Irfan, Chanikya, Sudha Reddy, K. S. Raju"
Kushi Kushiga,"Jagapathi Babu, Venu, Ramya Krishna, Sangeetha, Nikita Thukral"
Lakshyam,"Gopichand, Anushka Shetty, Jagapathi Babu, Kalyani, Amit, Ahuti Prasad, Nassar, Raghu Babu, Venu Madhav, Srinivas Reddy, Pradeep Rawat, Suman, Tanikella Bharani"
Legend,"Nandamuri Balakrishna, Jagapathi Babu, Sonal Chauhan, Radhika Apte, Kalyani, Bramhanandham, Pradeep Rawat, Hamsa Nandini, Suman, Ajay, Ali, M. S. Narayana, Sudha, L. B. Sriram, Ravi Prakash, Rao Ramesh, Chalapati Rao, Vennela Kishore"
Life Is Beautiful,"Abijeet, Sudhakar Komakula, Kaushik Darbha, Shagun Kaur, Shriya Saran, Zara Shah, Vijay Deverakonda, Naveen Polishetty, Anjala Zhaveri, Amala Akkineni"
Love Story,"Naga Chaitanya, Sai Pallavi, Rajeev Kanakala, Devayani, Easwari Rao, Uttej, Posani Krishna Murali, Anirudh Ravichander, Rahul Ravindran, Jhanvi Narang"
Leader,"Rana Daggubati, Richa Gangopadhyay, Priya Anand, Suhasini Maniratnam, Suman, Subbaraju, Kota Srinivas Rao"
Lakshmis Ntr,"J. K. Vijay Kumar, Yagna Shetty, Sritej, Rajsekhar Aningi, Vijay Kumar"
Lucky Bhaskar,"Dulquer Salman, Meenakshi Choudhary, Tinnu Anand, Sai Kumar, Ramki, Raghu Babu, Sarvadaman D. Banerjee, Sachin Khedekar, Kasi Viswanath"
Loukyam,"Gopichand, Rakul Preet Singh, Bramhanandham, Mukesh Rishi, Sampath Raj, Prudhviraj, Hamsa Nandini, Satyam Rajesh, Rahul Dev"
Loafer,"Varun Tej, Disha Patani, Revathi, Posani Krishna Murali, Bramhanandham, Mukesh Rishi, Ali, Charandeep, Pavitra Lokesh, Saptagiri"
Love Today,"Pradeep Ranganathan, Ivana, Yogi Babu, Radhika Sarathkumar, Satya Raj, Aajeedh Khalique, Prathana Nathan, Rakul Preet Singh"
Maari,"Dhanush, Kajal Aggarwal, Vijay Yesudas, Robo Shankar, Kaali Venkat, Kalloori Vinoth"
Maari 2,"Dhanush, Sai Pallavi, Krishna, Tovino Thomas, Varalaxmi Sarathkumar, Robo Shankar, Kalloori Vinoth, Aranthangi Nisha"
Macherla Niyojaka Vargam,"Nithiin, Krithi Shetty, Catherine Tresa, Samuthirakani, Rajendra Prasad, Murali Sharma, Vennela Kishore, Subhalekha Sudhakar"
Mad,"Narne Nithin, Sangeeth Shobhan, Ram Nithin, Sri Gouri Priya, Ananathika Sanilkumar, Gopika Udayan, Vishnu Oi, Karthikeya Samala"
Maestro,"Nithiin, Tamanna Bhatia, Nabha Natesh, Jisshu Senguptha"
Maa Annayya,"Rajasekhar, Meena, Maheswari, Deepti Bhatnagar, Vineeth, Brahmaji, Preetha Vijayakumar, Nassar, Sudha, Rama Prabha, Sudhakar, Chandra Mohan, Rami Reddy, Devan, AVS, Anand"
Magadheera,"Ram Charan, Kajal Aggarwal, Dev Gill, Srihari, Sunil, Bramhanandham"
Madatha Kaja,"Allari Naresh, Sneha Ullal, Ashish Vidyarthi, Jaya Praksah Reddy, Subbaraju, Dharmavarapu Subramanyam, Vennela Kishore, Ahuti Prasad"
Mahanubhavudu,"Sharwanand, Mehreen Pirzada, Nassar, Vennela Kishore, Kalyani Natarajan, Bhadram, Himaja, Raghu Babu, Devadarshini"
Maharshi,"Mahesh Babu, Allari Naresh, Pooja Hegde, Jagapathi Babu, Prakash Raj, Jayasudha, Rao Ramesh, Vennela Kishore, Meenakshi Dixit, Kamal Kamaraju, Anish Kuruvilla, Mukesh Rishi"
Madha Gaja Raja,"Vishal, Anjali, Varalaxmi Sarathkumar, Santhanam, Sonu Sood, Subbaraju, Nithin Sathya, Sadha, Swaminathan, Madhusudhan Rao, Manivannan, Prithviraj, K. S. Ravikumar"
Maanadu,"Silambarasan, SJ Suriya, Kalyani Priyadarshan, S. A. Chandrasekhar, Y. G. Mahendran, Karunakaran, Premgi Amaren, Aravind Akash, Anjena Kirti"
Maharadhi,"Nandamuri Balakrishna, Jaya Pradha, Meera Jasmine, Sneha, Navaneet Kaur, Pradeep Rawat, Jaya Praksah Reddy, Naresh, Venu Madhav, Ali, Rallapalli, Kovai Sarala, Lakshmipati, Gautam Raju, Geetha Singh, Satyam Rajesh"
Mahatma,"Srikanth, Bhavana, Bramhanandham, Jaya Praksah Reddy, Ahuti Prasad, Paruchuri Gopala Krishna, Chatrapathi Sekhar, Uttej, Charmee Kaur"
Mahaveerudu,"Sivakarthikeyan, Aditi Shankar, Yogi Babu, Mysskin"
Majnu Nani,"Nani, Anu Emmanuel, Riya Suman, Posani Krishna Murali, Vennela Kishore, Saptagiri, Sathya Krishnan, Raj Tarun"
Mallesham,"Priyadarshi, Jhansi, Ananya Nagalla, Ananda Chakrapani"
Malliswari,"Venkatesh, Katrina Kaif, Kota Srinivas Rao, Bramhanandham, Sunil, Naresh, Tanikella Bharani, M. S. Narayana, Dharmavarapu Subramanyam, Mallikarjuna Rao, M. Balaiah, Ahuti Prasad, Chalapati Rao, Banerjee, Raghunatha Reddy, C. V. L. Narasimha Rao, Devadas Kanakala, Prabhu, Chittajalu Lakshmipati, Chitram Srinu, Sarika Ramachandra Rao, Gundu Sudarshan, Gautam Raju, Chitti Babu, Bandla Ganesh, Smita, Hema, Rajya Lakshmi, Rajitha, Shanoor Sana, Uma, Padma Jayanth, Baby Greeshma, Master Rohit, Gajala"
Manamey,"Sharwanand, Krithi Shetty, Vikram Adittya, Ayesha Khan, Sheerat Kapoor, Vennela Kishore, Rahul Ravindran, Sudharshan, Krish, Shiva Kandukuri"
Manasantha Nuvve,"Uday Kiran, Reema Sen, Tanu Roy, Chandra Mohan, Tanikella Bharani, Bramhanandham, Sunil, Shiju, Shiva Parvathi"
Manmadhudu,"Nagarjuna Akkineni, Sonali Bendre, Anshu, Chandra Mohan, Tanikella Bharani, Bramhanandham, Dharmavarapu Subramanyam, Sunil, M. Balaiah, Ranganath, Sudha, Siva Parvathi"
Mamagaru,"Dasari Narayana Rao, Vinod Kumar Alva, Yamuna, Aishwarya, Nirmalamma"
Malli Malli Idhi Rani Roju,"Sharwanand, Nithya Menen, Tejaswi Madivada, Nassar, Chinna, Pavani Gangireddy, Surya, Naveen Neni"
Manmadhudu 2,"Nagarjuna, Rakul Preet Singh, Vennela Kishore, Lakshmi, Rao Ramesh, Jhansi, Devadarshini, Samantha Ruth Prabhu, Keerthy Suresh, Akshara Gowda, Bramhanandham, Sudhanshu Pandey"
Maryada Ramanna,"Sunil, Saloni Aswani, Nagineedu, Bramhanandham, Supreet, Subbaraju, Vennela Kishore, Rao Ramesh, Shankar Melkote, Venugopal, Ravi Teja, Anita Hassanandani"
Mark Antony,"Vishal, SJ Suriya, Ritu Varma, Sunil, Abhinaya, Selvaraghavan, Y. G. Mahendran, Redin Kingsley, Nizhalgal Ravi, Manoj Bharathiraja"
Maska,"Ram Pothineni, Hansika Motwani, Sheela Kaur, Sunil, Mukesh Rishi, Pradeep Rawat, Naresh, Krishna Bhagavan, Bramhanandham, Gundu Sudarshan, Telangala Sakuntala"
Mass,"Nagarjuna Akkineni, Jyothika, Charmy Kaur, Sunil, Raghuvaran, Prakash Raj, Rahul Dev, Nassar, Giri Babu, Sudeepa, Suneel, Dharmavarapu Subramanyam"
Maruthi Nagar Subramanyam,"Rao Ramesh, Ankith Koyya, Indraja, Ramya Pasupuleti, Harsha Vardhan, Ajay, Annapurna, Praveen, Sivannarayana Naripeddi, Vasu Inturi, Bindu Chandramouli"
Lucifer,"Mohanlal, Prudhviraj Sukumaran, Manju Warrier, Tovino Thomas, Vivek Oberoi, Indrajith Sukumaran, Saikumar, Kalabhavan Shajohn"
Lovely,"Aadi, Shanvi Srivastava, Vennela Kishore, Rajendra Prasad, Bramhanandham, Pavani Gangireddy"
Manmadha,"Silambarasan, Jyothika, Goundamani, Sindhu Tolani, Atul Kulkarni, Santhanam, Mandira Bedi, Yana Gupta"
Mathu Vadalara,"Sri Simha, Satya, Naresh Agastya, Athulya Chandra, Brahmaji, Vennela Kishore, Ajay, Jeeva, Vidyullekha Raman, Gundu Sudarshan, Ajay Ghosh, Pavala Shyamala"
Matka,"Varun Tej, Meenakshi Choudhary, Nora Fatehi, Naveen Chandra, Ajay Ghosh, Saloni Aswani, Kishore, Mime Gopi"
Master Chiranjeevi,"Chiranjeevi, Sakshi Sivanand, Rohini, Vijayakumar, Puneet Issar, Satya Prakash"
Master Vijay,"Vijay, Vijay Sethupathi, Malavika Mohanan, Arjun Das, Andrea Jeremiah, Shanthanu Bhagyaraj, Gouri G. Kishan"
Mayajalam,"Srikanth, Poonam Kaur, Pradeep Rawat, Bramhanandham, Ali, Venu Madhav, Krishna Bhagavan, Sayaji Shinde, Shafi, Ravi Prakash, Gundu Hanumantha Rao, Mallikarjuna Rao, Ashok Kumar, Sivaji Raja, Duvvasi Mohan, Babu Mohan, Tanikella Bharani, Geetha, Hema, Uttej, J. V. Ramana Murthy, Giri Babu, L. B. Sriram, Tirupathi Prakash, Apoorva, Gundu Sudarshan, Kishore Raati, Jyothi"
MCA Middle Class Abbayi,"Nani, Sai Pallavi, Bhumika Chawla, Vijay Varma, Naresh, Rajeev Kanakala, Priyadarshi Pullikonda, Amani, Krishna Murali Posani, Vennela Kishore, Pavitra Lokesh, Mahadevan, Racha Ravi, Ashrita Vemuganti, Subhalekha Sudhakar"
Mechanic Alludu,"Akkineni Nageswara Rao, Chiranjeevi, Vijayashanti, Satyanarayana, Kota Srinivas Rao, Bramhanandham, Sudhakar, Ali, Mohan Raj, Ponnambalam, Prasad Babu, Sharada, Shubha, Jayalalita, Hema, Disco Shanthi, Thalapathy Dinesh"
Mayalodu,"Rajendra Prasad, Soundarya, Kota Srinivas Rao, Bramhanandham, Babu Mohan, Gundu Hanumantha Rao, Ali, AVS, Padmanabham, Subbaraya Sharma, Jenny, Narsing Yadav, K. K. Sarma, Potti Veeraiah, Maganti Sudhakar, Kishore Rathi, Vidyasagar, Sri Lakshmi, Nirmalamma, Baby Nikitha"
Meeku Maathrame Cheptha,"Tharun Bhaskar, Abhinav Gomatam, Anasuya Bhardwaj, Vani Bhojan, Avantika Mishra"
Mehbooba,"Akash Puri, Neha Shetty"
Mechanic Rocky,"Vishwak Sen, Meenakshi Choudhary, Shraddha Srinath, Naresh, Viva Harsha, Harshavardhan, Raghu Ram, Sunil Varma, Hyper Aadi"
Mem Famous,"Sumanth Prabhas, Saarya, Siri Raasi, Mani Aegurla, Mourya Chowdary, Kiran Macha, Muralidhar Goud, Anji Mama"
Mirapakai,"Ravi Teja, Richa Gangopadhyay, Deeksha Seth, Prakash Raj, Kota Srinivas Rao, Sunil, Ajay, Naga Babu, Chandra Mohan, Dharmavarapu Subramanyam, Bramhanandham, Rao Ramesh, Supreet, Bharath Reddy"
Matti Kusthi,"Vishnu Vishal, Aishwarya Lekshmi, Karunas, Munishkanth, Kaali Venkat, Redin Kingsley, Ajay, Gajaraj"
Mayabazaar Old,"N. T. Rama Rao, Akkineni Nageswara Rao, Savitri, S. V. Ranga Rao, Gummadi, Mukkamala, Relangi, Ramana Reddy, C. S. R. Anjaneyulu, Rushyendramani"
Mirchi,"Prabhas, Anushka Shetty, Richa Gangopadhyay, Satya Raj, Nassar, Bramhanandham, Subbaraju, Nadhiya, Aditya Menon, Sampath Raj"
Miss India,"Keerthy Suresh, Jagapathi Babu, Rajendra Prasad, Naresh, Nadhiya, Naveen Chandra, Bhanu Sri Mehra"
Mr Perfect,"Prabhas, Kajal Aggarwal, Taapsee Pannu, Murali Mohan, Prakash Raj, Nassar, Bramhanandham, Sayaji Shinde, K. Vishwanath"
Most Eligible Bachelor,"Akhil Akkineni, Pooja Hegde, Murali Sharma, Amani, Vennela Kishore, Jaya Praksah Reddy, Pragathi, Subbaraju"
Mr Majnu,"Akhil Akkineni, Nidhi Agarwal, Izabelle Leite"
Mr Bachchan,"Ravi Teja, Jagapathi Babu, Bhagyashri Borse"
Mukunda,"Varun Tej, Pooja Hegde, Subbaraju, Prakash Raj, Rao Ramesh, Nassar, Paruchuri Venkateswara Rao, Giri Babu, Suhasini Maniratnam, Sumithra, Abhimanyu Singh, Ali, Raghu Babu, Praveen, Satyadev, Krishna Teja, Deepti Sirdesai"
Namo Venkatesa,"Venkatesh, Trisha, Bramhanandham, Mukesh Rishi, Kota Srinivas Rao, Chandra Mohan, Ali, Dharmavarapu Subramanyam, M. S. Narayana, Venu Madhav, A. V. S., Srinivas Reddy, Jeeva, Subbaraju, Satya Prakash, Raghu Babu"
Naa Autograph,"Ravi Teja, Gopika, Bhumika Chawla, Mallika, Kaniha, Prakash Raj, Sunil, Chandra Mohan"
Narasimha Naidu,"Nandamuri Balakrishna, Simran, Preeti Jhangiani, Asha Saini, Jayasudha, Prakash Raj, Bramhanandham, Ali, M. S. Narayana, Babu Mohan, Chalapati Rao, Kota Srinivas Rao, Chandra Mohan, Venu Madhav"
Narasimhudu,"N. T. Rama Rao Jr., Ameesha Patel, Sameera Reddy, Puneet Issar, Kalabhavan Mani, Pradeep Rawat, Ponnambalam, Rahul Dev, Ashish Vidyarthi, Sudha"
Nava Vasantham,"Tarun, Akash, Rohit, Priyamani, Sunil, Ankita"
Nenu Local,"Nani, Keerthy Suresh, Naveen Chandra, Sachin Khedekar, Tulasi, Rao Ramesh, Vennela Kishore, Posani Krishna Murali, Prabhas Sreenu, Rohini, Amani, Krishna Bhagavan, Anitha Chowdary"
Nenu Sailaja,"Ram Pothineni, Keerthy Suresh, Satya Raj, Prince Cecil, Rohini, Naresh, Pragathi, Pradeep Rawat, Rohini, Sreemukhi, Sudigali Sudheer, Chaitanya Krishna"
Ninnu Kori,"Nani, Nivetha Thomas, Aadi Pinisetty, Murali Sharma, Tanikella Bharani, Prudhvi Raj, Surya, Bhadram, Raja Ravindra, Parvateesam, Priyadarshi Pullikonda, Rajashree Nair, Krishna Murali Posani"
NTR Kathanayakudu,"Nandamuri Balakrishna, Vidya Balan, Nandamuri Kalyan Ram, Sumanth, Rana Daggubati, Kaikala Satyanarayana, Sachin Khedekar, Nasser, Jisshu Senguptha"
NTR Mahanayakudu,"Nandamuri Balakrishna, Vidya Balan, Nandamuri Kalyan Ram, Sumanth, Rana Daggubati, Kaikala Satyanarayana, Sachin Khedekar, Nasser, Jisshu Senguptha"
Nenu Meeku Telusa?,"Manoj Manchu, Sneha Ullal, Riya Sen, Nassar, Bramhanandham, Sunil, Uttej"
Nuvvu Leka Nenu Lenu,"Tarun, Aarthi Agarwal, Laya, Kiran Rathod, Bramhanandham, Sunil, Chandra Mohan, Sarath Babu, Radha Kumari, Ahuti Prasad, K Vishwanath, MS Narayana, Gundu Hanumantha Rao, Subbaraya Sharma, Chittajalu Lakshmipati"
Nuvvu Naaku Nachav,"Venkatesh, Aarthi Agarwal, Prakash Raj, Sp Balasubramanyam, Chandra Mohan, Sunil, Bramhanandham, M. S. Narayana, Dharmavarapu Subramanyam, Telangana Shakuntala, Shiju, Sridhar, Hema, Prathyusha, Banerjee"
Nuvvu Naku Nachav,"Venkatesh, Aarthi Agarwal, Prakash Raj, Sunil, Bramhanandham, M. S. Narayana, Dharmavarapu Subramanyam, Chandra Mohan, Telangana Shakuntala"
Nuvvu Nenu,"Uday Kiran, Anita, Sunil, Banerjee, Chandra Mohan, MS Narayana, Kota Srinivas Rao, Bramhanandham"
Nuvvu Vasthavani,"Venkatesh, Simran, Soundarya, Ali, Kota Srinivas Rao, M. S. Narayana, Bramhanandham, Sunil, Prakash Raj"
Oh My Friend,"Siddharth, Shruti Hassan, Hansika Motwani, Navdeep, Tanikella Bharani, Lakshmi, Ali, Vennela Kishore, Brahmaji, Naga Babu, Suhasini Maniratnam, Prabhas Sreenu, Pavitra Lokesh"
Oka Laila Kosam,"Naga Chaitanya, Pooja Hegde, Sayaji Shinde, Suman, Ali, Bramhanandham, Nassar, Prabhu, Chandra Mohan, Surekha Vani"
Okkadu,"Mahesh Babu, Bhumika Chawla, Prakash Raj, Mukesh Rishi, Chandra Mohan, Paruchuri Venkateswara Rao, Rajan P. Dev, Geetha, Telangana Shakuntala, Ajay, Bramhanandham, Dharmavarapu Subramanyam, Achyuth"
Okkadunnadu,"Gopichand, Neha Jhulka, Mahesh Manjrekhar, Nassar, Rahul Dev, Suman, Bramhanandham, Tanikella Bharani, Pragathi, Giri Babu, Raghu Babu, Banerjee, Rao Ramesh, Hema, Sivannarayana Naripeddi, Krishnudu, Uttej"
Oopiri,"Akkineni Nagarjuna, Karthi, Tamanna Bhatia, Prakash Raj, Jayasudha, Ali, Vivek, Kalpana, Tanikella Bharani"
Oke Okkadu,"Arjun Sajja, Manisha Koirala, Raghuvaran, Varsha, Vadivukkarasi, K Vishwanath, Chandra Mohan, Nassar, L. B. Sriram, Ajay, Telangana Shakuntala, Prakash Raj"
Ongole Githa,"Ram Pothineni, Kriti Kharbanda, Prakash Raj, Prabhu, Ajay, Abhimanyu Singh, Ali, Ahuti Prasad, Jaya Praksah Reddy, Raghu Babu, Rama Prabha, Kishore Das"
Ooru Peru Bhairavakona,"Sundeep Kishan, Varsha Bollamma, Kavya Thapar, Vennela Kishore, Brahmaji, Harsha Chemudu"
Ooru Peru Bhaiaravakona,"Sundeep Kishan, Varsha Bollamma, Kavya Thapar, Vennela Kishore, Brahmaji, Harsha Chemudu"
Oorvashivo Rakshashivo,"Allu Shirish, Anu Emmanuel, Vennela Kishore, Sunil, Amani, Kedar Shankar, Rahul Ramakrishna, Praveen"
Operation Duryodhana,"Srikanth, Kalyani, Mumaith Khan, Naga Babu, Bramhanandham, M. S. Narayana, Krishna Bhagavan, Dharmavarapu Subramanyam, Venu Madhav, Prabhakar"
Amma Rajyam Lo Kadapa Biddalu,"Ajmal Ameer, Dhanajay Prabhune, Bramhanandham, Ali, Srikanth Iyengar, Rajasekhar Aningi, Dhanraj, Aravind Rao, Prabhavathi, Farooq Khan, Dheeraj Aathreya, Mahesh Kathi, Prudhvi, Gourya Shankar Guntur, Jdv Prasad, Sairaj Suthari, Nidhi Kushalappa"
Ammo Okato Thareeku,"Tanikella Bharani, Bramhanandham, Mumtaj, Prema, Raasi, Kota Srinivas Rao, Srikanth, Meka Srikanth, L. B. Sriram, Suresh"
Andagadu Rajendra Prasad,"Rajendra Prasad, Damini, Chandra Mohan, M. S. Narayana, Venu Madhav, Sameer, Junior Relangi, Bhavana, Harika, Sudha, Hema, Sana, Allari Subhashini, Pavala Shyamala, Banda Jyothi"
Andaru Dongale Dorikithey,"Rajendra Prasad, Prabhu Deva, Kiran Rathod, Ankitha, K. Nagababu, Krishna Bhagavan, Bramhanandham, M. S. Narayana"
Chudalani undhi,"Bramhanandham, Ramya Krishna, Vinod Kumar, Chandra Mohan, Raja Ravindra"
Devadas Nani,"Nagarjuna Akkineni, Nani, Aakanksha Singh, Rashmika Mandanna, Sp Balasubramanyam, Kunal Kapoor, Naresh, Srinivas Avasarala, Naveen Chandra, Rao Ramesh, Vennela Kishore, Murali Sharma, Prabhakar, Satya, Prudhviraj"
Devadas Ram,"Ram Pothineni, Ileana D'Cruz, Sayaji Shinde, Shriya Saran, M. S. Narayana, Venu Madhav, Rama Prabha, Bhargavi"
Dhamki,"Rajith CR, Trishala Shah, Sravan, Prudhviraj, Ajay"
